id,cluster_noun
3701420292,10
3712625082,10
3664534049,10
3576920179,10
3590303623,1
3677574361,16
3676512433,10
3728004252,10
3613046264,1
3737301784,9
3738080536,15
3641818000,10
3730296704,13
3741652472,14
3677571574,16
3730295799,13
3720792891,11
3726706642,1
3694417130,11
3664561521,10
3732227337,15
3724283325,3
3735224232,1
3738079781,15
3694738651,10
3736837642,14
3733038094,10
3597210726,2
3719165720,4
3730355137,11
3732334774,16
3690376629,14
3690822022,10
3722078958,4
3664566535,10
3739548009,7
3735624409,7
3739540923,16
3664569359,1
3660402916,6
3708511439,14
3736461750,1
3626006447,16
3702558693,10
3741072427,16
3707383358,16
3738081533,7
3738076957,15
3733092655,1
3736863213,6
3729450167,14
3736440819,14
3725269981,16
3705898427,14
3661674712,1
3735225045,15
3667477972,10
3736833781,7
3664549741,11
3741714848,3
3740228656,16
3715833718,1
3726619692,11
3730667079,9
3736438870,1
3711771502,1
3734830056,14
3737913396,14
3728887478,9
3741661149,10
3728828230,2
3720399629,16
3720189094,16
3641771159,5
3732666032,15
3661677108,16
3732117137,9
3731370303,1
3738027557,15
3733365182,9
3645682476,9
3732039378,2
3736445225,3
3726117997,1
3623656829,7
3714345128,3
3630042904,10
3737525910,14
3677263075,10
3667909373,5
3670459911,1
3720129223,16
3739537528,15
3736331292,1
3710059086,6
3731725473,10
3737262887,16
3741151380,16
3728094708,11
3641771087,5
3730874575,1
3658777464,15
3717180033,7
3721857254,14
3728791480,11
3740231308,13
3720410334,11
3736389897,10
3703222634,7
3627723574,15
3713668871,11
3740392159,1
3719405745,2
3724284038,5
3660131161,15
3738567018,2
3675363211,11
3590317674,16
3731948729,1
3737302902,16
3725605613,7
3706082745,14
3732705232,11
3706087109,14
3734727297,15
3678671484,10
3733577210,10
3722977205,6
3741951508,1
3703428683,10
3735322439,7
3734020007,12
3641775716,5
3714628061,10
3736297822,1
3730355141,0
3725846809,9
3694897683,9
3724283011,5
3738122272,7
3732853334,12
3651897605,3
3736031813,15
3720177336,2
3697940654,1
3739544372,7
3736024481,10
3669209828,14
3737067021,16
3735323587,1
3708513181,2
3727013725,14
3659796428,11
3590309767,1
3731469545,16
3740054447,7
3652073089,16
3733657541,10
3708510454,3
3732202341,9
3727086963,9
3733213888,9
3736575016,7
3641771228,5
3729835937,16
3731339767,1
3729693958,7
3725329388,7
3731086384,10
3714593817,15
3739288570,3
3732711007,7
3732112853,1
3673080821,5
3649664540,10
3664567641,10
3739547004,4
3732183140,1
3738793498,8
3726266848,11
3724268272,1
3699956924,15
3732711036,14
3714594624,16
3689060136,11
3606883718,9
3733962940,1
3727927783,9
3641768342,5
3668169080,11
3667473845,15
3731599814,19
3733056389,2
3670841342,16
3732893216,9
3736912097,3
3733150069,14
3730014538,14
3735313410,1
3708508814,1
3734719627,2
3646122151,1
3728565347,12
3732705657,7
3641762978,5
3638079487,1
3708567308,14
3737945910,11
3673082406,5
3737993183,14
3694664644,11
3724277796,4
3742712983,1
3705897415,10
3740389548,13
3741481000,1
3716914342,11
3732560177,16
3730374331,2
3673108398,11
3656429001,11
3736840242,1
3735263030,14
3734693394,10
3736246337,14
3707649794,16
3728826395,1
3736674976,14
3734203493,1
3702211594,13
3724266285,16
3648520788,2
3673576440,16
3732710120,1
3707032590,16
3738080557,16
3738922458,16
3676865762,10
3590303571,1
3737417817,1
3738247853,4
3735911902,1
3739613047,16
3581141629,1
3710999854,2
3706081820,14
3732704943,7
3732710094,10
3724277833,5
3735034364,1
3711690478,1
3735913304,16
3735093942,16
3705727021,15
3739532869,1
3734559102,0
3725581026,11
3716063050,11
3673083503,5
3739872224,15
3732206129,2
3740232223,1
3701738308,10
3726643133,1
3642711952,16
3738160990,10
3664073509,16
3673089033,5
3733575296,2
3737604175,7
3733083485,14
3740096086,9
3733971159,2
3708506883,1
3708506876,10
3728609454,3
3707350323,9
3717056831,7
3677243430,10
3740391406,1
3733676570,9
3736851202,10
3695980818,10
3732280842,2
3669506663,10
3715850196,16
3736170203,4
3728284107,9
3740052241,0
3724260027,10
3740302723,14
3723238539,1
3718415807,1
3739534588,1
3731376318,1
3742166838,10
3709397356,2
3732708242,10
3739325114,16
3727737543,10
3664541738,11
3723241407,1
3737066056,1
3703429324,11
3664562997,10
3736677743,2
3641777295,5
3731920207,0
3735666549,16
3641767486,5
3732010959,16
3673084695,5
3711655059,1
3711771384,19
3740232214,2
3726963258,16
3736841128,11
3732218970,12
3687764366,11
3736344200,9
3731290042,9
3718297052,1
3670387950,1
3716916747,14
3721890512,11
3732706601,14
3675558535,9
3737494827,11
3730577605,7
3732711040,14
3730375312,9
3706656699,14
3740231313,7
3704896303,9
3737065241,16
3730720194,15
3734213818,12
3641770042,5
3723217544,0
3701731722,10
3741138074,10
3711780164,11
3737515553,13
3732587432,1
3724349678,16
3736842052,15
3735129894,11
3735266151,16
3732708293,15
3735650008,9
3707759475,15
3724258629,3
3741481582,2
3741125847,11
3641766823,5
3734919525,13
3598845835,2
3690683736,14
3728826396,7
3732357331,15
3710751759,3
3641767702,5
3732005746,0
3703434032,10
3710756337,7
3641774635,4
3709481584,14
3732890637,9
3736255795,11
3622508936,16
3712839025,9
3673078872,5
3716062022,7
3720128091,15
3742154360,3
3737648360,15
3635614728,3
3718388727,1
3661861055,1
3729092063,8
3724280682,5
3732711004,7
3732704903,7
3707038340,1
3742407096,7
3738534220,16
3741916905,16
3641777083,5
3673669734,16
3727540810,0
3735665665,16
3737787516,11
3735218997,6
3725262357,1
3686759489,16
3723236759,16
3741083262,4
3670243526,2
3720127424,7
3737397873,3
3725564838,1
3728463995,9
3728426360,6
3741517723,14
3706995810,1
3735374477,11
3734467681,1
3738108382,14
3641766866,5
3641775779,5
3735742164,16
3731643132,9
3703431294,10
3724764727,11
3719613299,9
3729947683,12
3708574187,16
3720991428,16
3641768531,5
3732086091,1
3730983181,9
3736798822,7
3721786066,11
3716068182,3
3695087132,11
3736566235,16
3733407124,9
3742720063,11
3740884492,1
3726229371,10
3641771014,5
3714444948,11
3732709192,1
3727402685,16
3731845135,10
3712727254,6
3735683954,3
3736346139,9
3740044821,10
3728818966,10
3732489753,15
3732612100,16
3641766647,5
3673078808,5
3738158604,15
3733402718,9
3736256809,16
3732126059,1
3726292305,14
3739392611,12
3651754067,1
3737451006,16
3710526267,11
3732707471,1
3649666448,8
3735409924,7
3737405580,2
3732704923,14
3733438493,1
3708835883,19
3729001415,11
3741767383,7
3737723368,1
3738981922,16
3720122993,7
3584484398,16
3641768357,5
3732570080,1
3723988355,1
3688418060,15
3673080745,1
3741947507,0
3735956531,12
3730373638,16
3673082400,5
3720326473,2
3641769989,5
3725316569,13
3736648138,3
3724258124,16
3714629012,10
3737357769,9
3736647172,9
3667476344,2
3735306827,11
3699644267,7
3741968274,10
3740059000,1
3738514558,1
3723972823,16
3735365289,10
3737404038,1
3732282540,9
3664554925,1
3728467377,14
3728146520,1
3668047229,1
3730066671,7
3734118028,7
3732715357,7
3681922904,16
3736840210,7
3664531955,15
3731365652,13
3724691051,1
3737043011,18
3668254640,3
3736839140,3
3726387224,8
3737987688,1
3739116156,16
3733813907,9
3691765287,6
3739558733,0
3732894230,9
3734123702,14
3734720606,6
3672714202,1
3737359708,9
3670843133,16
3726615898,15
3691150403,15
3734596946,9
3730371784,9
3735936484,2
3732415810,3
3741259248,1
3621022700,16
3737357802,9
3724819775,3
3736897918,16
3735955237,7
3737727290,13
3733570913,16
3641764860,5
3731286342,2
3737359678,9
3720305774,15
3728844807,9
3664560294,10
3722176010,11
3732705621,0
3730701144,13
3725353943,1
3736834848,14
3741970610,1
3720115111,0
3734873498,15
3654584312,9
3716402604,0
3673078968,5
3673085513,5
3728461550,11
3679822317,5
3737396674,16
3707353481,9
3736257697,1
3674619341,5
3738976895,16
3732705619,1
3742061238,14
3731776850,16
3727732407,10
3736258401,1
3732710108,7
3690899529,0
3727571312,9
3673085739,5
3732706680,1
3641762901,5
3738559982,7
3673077892,5
3699871889,1
3704949611,16
3730068366,10
3733476979,16
3735084527,9
3690100373,11
3664564688,15
3735954336,16
3736467084,1
3740217048,15
3734223438,15
3718297408,1
3733071905,7
3742900228,1
3732710165,16
3732709222,7
3702212539,13
3732708256,14
3641773703,5
3641765661,5
3673086430,5
3742754996,2
3742755564,1
3732283343,9
3644204385,16
3737895853,2
3673126607,12
3735950841,12
3717206861,1
3739541982,15
3736443618,7
3601393306,1
3738131454,15
3714217421,7
3731563557,7
3732233018,7
3737951338,0
3729711413,8
3732707467,7
3699684603,1
3735673332,15
3723396992,2
3736168524,10
3732215603,1
3724368970,11
3737526833,1
3732704092,7
3741028092,10
3733406794,11
3641761745,4
3665707277,16
3727015683,15
3738377797,7
3732218963,8
3738185958,2
3725555874,1
3711655940,8
3707040281,3
3737190461,16
3730141592,8
3303581157,6
3668765607,3
3722160337,14
3732705660,19
3737780092,10
3728820236,11
3732708311,7
3736136818,3
3726590884,2
3728211952,8
3742143529,8
3720770374,8
3704876682,8
3735648339,1
3641767139,4
3737990074,14
3729945866,8
3715189653,12
3672966254,8
3707080426,1
3733350418,17
3711520489,19
3723324396,8
3732704984,16
3732709227,9
3727215539,15
3710033176,1
3711660203,8
3730370874,17
3735095264,16
3688197861,17
3738992010,15
3731410302,15
3708507837,1
3732706583,16
3732868165,4
3715387834,10
3731094871,8
3723249462,1
3726278718,17
3582398671,16
3718941896,1
3729057275,8
3738982865,0
3707036647,10
3731098662,8
3673084182,4
3681500777,14
3735094325,16
3732705571,14
3736672605,1
3688542865,3
3707368288,7
3730249697,9
3724367768,1
3731604585,1
3724415000,19
3661007506,8
3699221597,8
3728426916,11
3708576454,19
3685997399,15
3708513143,1
3732710097,19
3726709647,8
3737986658,14
3733761710,8
3741193095,4
3701782278,8
3734118425,16
3706656763,10
3708567312,10
3728598012,10
3741764560,16
3732711085,15
3737491805,16
3724340990,8
3696198710,16
3708509642,10
3727350502,15
3737776257,10
3733971563,19
3716913790,3
3736639218,0
3721923080,8
3732174140,12
3737231871,15
3730574393,19
3732039435,1
3729712439,8
3733349683,1
3696884481,8
3671822345,8
3732174143,12
3725576217,8
3706787822,14
3693024492,8
3713673550,12
3715804445,8
3732705648,16
3710067327,17
3656541480,16
3723072614,8
3732557610,17
3736572752,0
3736607505,1
3658909284,8
3709889735,17
3728292237,15
3738162692,8
3727847609,15
3730587613,8
3718384423,14
3687823200,1
3725265172,4
3738190928,2
3684417077,14
3736573118,19
3734721199,17
3712054491,16
3661673807,17
3731299366,8
3738378291,11
3737171146,3
3721301968,9
3727032112,15
3730562750,8
3677220558,1
3732707461,16
3708579255,19
3681504095,14
3676099252,15
3709893182,17
3732612168,1
3709893173,17
3661065121,8
3732565214,2
3676095688,14
3720914441,1
3731852198,1
3730568794,14
3732711063,9
3738995417,16
3737404545,8
3724312445,1
3709887889,17
3736215508,2
3695404872,8
3727239529,1
3724886109,0
3733689511,12
3350686113,11
3712054488,16
3618977206,17
3711520488,19
3739116255,16
3736882027,3
3712797338,2
3737382375,19
3709892762,17
3734599812,3
3735089906,11
3730583887,11
3741518336,11
3737168273,8
3709891533,19
3686771280,16
3736017010,16
3730143357,8
3709888840,17
3726708678,8
3708566339,10
3738816981,8
3736266000,8
3701057059,9
3705742466,2
3725493546,10
3727074428,15
3728955932,1
3727380304,15
3711089762,19
3735366205,8
3691343257,1
3587419609,1
3733587081,2
3709893165,17
3724443929,2
3709890677,17
3711552586,2
3733785817,2
3723352045,1
3730691551,4
3721920219,8
3725539893,1
3648595807,8
3721427060,1
3695765815,1
3698323911,1
3734826801,1
3709892498,17
3732000005,8
3733090098,8
3736460851,14
3729388425,15
3652428321,17
3729371610,1
3696880883,8
3691112889,2
3726576930,8
3693547733,17
3656360733,8
3728254395,16
3738987298,1
3737792367,1
3711522298,19
3701580172,15
3709889736,17
3721187215,8
3646735885,15
3733091059,8
3720350499,11
3729740204,1
3731095764,8
3738548768,11
3709887878,17
3729832137,3
3733085776,8
3736639726,15
3646973068,2
3694156485,15
3711519921,19
3679810790,2
3738812353,10
3718295235,8
3732863099,15
3742411069,7
3737169148,12
3726695455,16
3732220891,12
3675322136,3
3680684629,10
3737206149,3
3341144377,6
3741153245,15
3644641934,9
3687641072,16
3667296454,4
3737240258,10
3737169152,12
3729502869,7
3741736001,15
3730362209,12
3732705590,7
3725260601,7
3732711073,16
3740721379,2
3729152801,16
3721885159,4
3664528389,16
3702211593,10
3722468093,1
3687783196,19
3741216623,1
3737237519,16
3737686109,19
3708511295,14
3687778767,1
3729504686,4
3720761308,19
3738374889,16
3666754882,2
3732851578,12
3725412467,9
3733999716,12
3741122921,9
3735956323,1
3725934350,4
3734800883,16
3724301912,3
3740272014,2
3728966326,4
3731366794,15
3730099190,9
3732083135,16
3716097654,1
3723233073,9
3742409272,1
3735655343,9
3676099235,1
3600143852,2
3739615190,1
3733346039,11
3724340705,7
3736649012,9
3726897583,2
3741078863,1
3735566188,16
3737170105,12
3741667936,11
3737216328,4
3688000649,2
3732704982,14
3719385199,16
3729508158,4
3732706548,1
3732893218,13
3729509052,4
3578402741,9
3720873885,4
3734688497,1
3733344902,10
3731138907,10
3737235572,7
3741472622,1
3741786747,2
3741130129,1
3582801924,9
3741631204,1
3727062441,11
3600127954,16
3733565849,14
3734548655,10
3707414961,12
3633352527,9
3733661135,4
3729503803,4
3650476595,4
3741551173,0
3647989948,4
3702372033,9
3721826694,15
3719154047,1
3636871164,14
3718919084,14
3736551056,11
3734672249,4
3736551899,12
3736013880,9
3670739772,1
3737710573,12
3646584855,12
3737709595,12
3731368445,19
3669795214,1
3736159322,19
3741116073,16
3734553609,0
3744796238,1
3742291935,16
3739413486,10
3738534194,2
3733965737,1
3743903323,13
3743138505,4
3744796594,7
3744798358,16
3743323865,14
3696928320,10
3742631137,16
3739450574,13
3744799431,16
3741343036,1
3745303782,7
3742816391,9
3736085676,0
3741336412,6
3746570402,16
3746993465,7
3744811227,1
3742532970,0
3744774482,16
3742616236,16
3742815528,16
3724250588,0
3746604117,16
3747393873,14
3734598695,9
3732415801,1
3730665533,9
3736680393,2
3742409674,16
3744880691,9
3714585731,15
3744885856,16
3740096085,2
3673091156,5
3735363543,8
3740905487,1
3732656497,9
3732530872,2
3742577734,9
3725268739,16
3744807778,9
3741107987,9
3732288454,16
3703048376,11
3739971062,7
3728941840,1
3740231881,1
3728827378,15
3744882176,9
3743664722,1
3728810189,11
3747309506,8
3738513038,16
3736006617,9
3743482803,4
3742267093,10
3744893258,15
3743683123,16
3679872809,0
3747353472,16
3707353353,9
3723593067,16
3742637787,2
3641772055,5
3747365066,16
3736089029,9
3737862110,9
3728779202,15
3715638564,0
3743913500,14
3672850068,11
3730128093,16
3737359709,9
3724241613,16
3635334017,1
3745369437,15
3740400681,19
3742521835,9
3745036873,1
3704587299,3
3739486904,13
3733399869,9
3728892829,2
3701087956,11
3652202961,3
3731595329,14
3740060176,0
3731062740,2
3714331463,6
3742032723,3
3744091309,2
3746565935,3
3745342754,14
3641768561,5
3736009224,9
3744715306,7
3660036359,14
3740587540,10
3724324602,2
3740929677,16
3641765568,5
3733406167,9
3735008229,1
3735085354,9
3675556906,9
3733759915,3
3737905440,0
3735085396,0
3736224051,15
3740090779,9
3744813137,9
3719947061,10
3744150996,7
3732204255,9
3673087608,5
3732704973,10
3728844824,0
3744152721,7
3745313568,9
3735079926,2
3728463068,11
3728419029,1
3731984273,3
3732856782,10
3745037647,1
3673082411,5
3733813905,9
3735314980,11
3711152233,9
3736533016,16
3736393183,9
3729051650,11
3733315884,1
3732034668,2
3659386794,2
3750698893,1
3739564093,10
3749736506,1
3749658944,13
3750536550,15
3756927435,0
3742800981,1
3739872182,0
3750299690,18
3755339331,13
3744882183,16
3754307170,1
3741139156,10
3742812973,3
3744799333,10
3748414803,16
3755104649,13
3744091667,15
3746599881,14
3750535656,13
3750544259,18
3750699856,16
3746806186,15
3741862091,2
3745303914,7
3746801783,15
3739565360,16
3751474163,0
3755719042,2
3745480515,10
3741652503,13
3748140458,0
3747428185,10
3751467724,7
3742067304,1
3743139219,1
3748837959,7
3741160431,2
3749003592,3
3740566260,3
3746745157,14
3747790280,14
3750689848,11
3750821477,0
3742485569,3
3744790964,10
3754624498,7
3744153445,1
3746618973,10
3740409739,13
3750536686,13
3750891388,1
3740819701,3
3748210116,7
3744007403,6
3744009807,16
3746720751,15
3750537559,2
3745521026,1
3745590693,15
3744437566,1
3741339021,10
3748852662,0
3754594297,16
3753768188,7
3743485566,1
3742660721,16
3754909856,0
3744797372,10
3747004451,15
3743400838,11
3744003838,6
3748748240,1
3741084191,1
3754311743,2
3754307481,15
3747439961,14
3754448700,1
3742189561,10
3755215822,1
3747762018,13
3752625210,16
3753140016,0
3742659730,16
3747511119,1
3748518070,6
3753684677,3
3740438172,11
3743129503,3
3741127353,16
3744007414,6
3754786431,7
3746724491,3
3747798081,3
3748507913,13
3754420877,1
3743050242,0
3742087060,4
3742809066,1
3757110729,1
3753489436,1
3753401591,16
3741252772,11
3744808292,11
3747354677,1
3748850946,0
3750426315,16
3747760122,13
3744803947,1
3746209485,15
3743824948,16
3753766261,10
3748938068,16
3742802765,1
3744047316,14
3747573011,10
3749632127,10
3747762062,13
3746221609,1
3755711047,1
3748499948,14
3743068692,14
3755320766,1
3744345209,0
3748943079,10
3746717742,10
3748785659,10
3748750152,14
3743408117,6
3748857242,3
3754911889,16
3741885578,2
3742808052,0
3740804429,1
3741258090,15
3739962624,11
3756995151,10
3745372663,1
3742804837,10
3745136504,16
3749630927,15
3741161325,7
3745914374,1
3742835673,16
3749524954,16
3739611424,0
3754351250,10
3749003594,1
3744787928,10
3740215608,15
3750420647,15
3750342685,10
3750347100,10
3754947356,6
3745480774,10
3755108311,2
3755103584,10
3750196304,7
3746567673,10
3749838558,16
3754427175,1
3755112281,11
3749452894,11
3755125929,10
3750109964,16
3749209599,0
3747712056,6
3755111025,13
3748711618,10
3745606584,0
3748494711,3
3745344274,0
3755218059,2
3754311746,2
3754420851,2
3745473636,15
3750302174,10
3747714013,6
3745593549,2
3745376619,15
3748985092,1
3750125578,3
3747484415,16
3754310821,1
3750544432,18
3750810060,1
3750114276,0
3754429363,1
3747015687,13
3747422842,16
3746900492,1
3750298721,16
3754941363,14
3747347620,7
3749898552,1
3747482699,16
3749263426,1
3747648316,10
3747651117,10
3745344621,15
3748433196,10
3754139530,15
3750539897,18
3746628025,10
3745317350,16
3746298204,0
3744753974,15
3747647473,10
3749271124,1
3747326577,1
3747648312,13
3748425053,6
3747646688,10
3747494658,3
3747345799,10
3750186110,1
3745373596,1
3748492859,6
3750340323,0
3746628055,10
3749260693,1
3755342265,10
3747649230,10
3747010195,7
3746792078,16
3747285651,1
3752266744,18
3752266734,18
3747346778,10
3754799955,15
3746800869,6
3750108372,3
3755341322,1
3750503429,1
3745308618,7
3747047280,15
3748465837,1
3754137828,1
3752267544,18
3748496633,0
3750698928,7
3755109679,13
3754915946,15
3747011188,11
3747349391,10
3754606808,10
3749551873,15
3750657297,6
3749143753,1
3752268426,18
3749500713,1
3747650224,10
3744950191,3
3746801680,14
3754611190,2
3751514518,1
3754430005,1
3745484241,10
3749262441,0
3746460986,10
3749050694,1
3750199681,10
3749556219,6
3747348407,10
3753688274,1
3746464548,15
3746622605,0
3750890305,16
3754333226,16
3754695530,1
3746223665,6
3755338778,1
3754708847,15
3747493354,16
3754651989,1
3754181455,2
3750174797,16
3750298730,10
3748930060,1
3751178015,13
3748499383,3
3747782372,1
3755182698,6
3746260213,7
3748625267,2
3752268403,18
3750872796,1
3747645842,10
3748732555,10
3748263293,10
3754811723,2
3749143742,14
3754302003,3
3748912413,15
3745188111,15
3754922494,16
3750178057,15
3754263847,15
3755104538,16
3750039934,1
3747019010,2
3747120620,1
3755109962,11
3750002863,1
3749668806,11
3747646712,10
3747653378,13
3748495364,13
3756981515,16
3750568693,11
3754943312,2
3750072963,10
3748492629,0
3748733536,1
3754921596,7
3757134902,14
3746856252,6
3754363548,10
3748514798,11
3747076211,2
3748530035,3
3749842470,7
3749246811,1
3747041213,16
3746241665,15
3754940828,10
3750076696,10
3745657719,2
3754809952,13
3748409796,14
3745605745,13
3748953826,6
3749551890,0
3745612349,1
3750848525,10
3748040663,10
3747647486,11
3754151357,11
3751515085,1
3748855987,1
3755177733,15
3749049678,1
3750687958,2
3750829762,0
3755230001,16
3747055160,16
3747025596,15
3747038829,16
3745277522,1
3750432624,1
3748257971,10
3748887683,1
3754916972,3
3749166910,15
3750539319,1
3746793051,2
3746236342,2
3746379019,1
3747649233,16
3748517623,11
3747970918,10
3755130696,16
3754426251,1
3750187663,10
3747147145,14
3754915949,10
3745656913,1
3746219802,1
3754336779,1
3754326889,1
3754303560,1
3747482714,1
3753282996,10
3747424704,3
3750347065,15
3748421734,6
3750341819,15
3748308551,6
3754329753,1
3754984929,6
3747458612,2
3750342661,15
3754938960,7
3746556586,10
3754423061,3
3748470187,1
3754977460,1
3749545871,11
3747674563,6
3747471584,16
3750807358,10
3749246833,15
3748736106,10
3750678779,10
3746277412,13
3747651106,10
3747982041,2
3750338413,0
3745529244,6
3744950195,14
3748262484,10
3755129484,1
3755106507,1
3751915578,1
3754997144,2
3750885044,1
3745373914,10
3748925694,10
3750300551,1
3755110146,15
3746727107,1
3746224458,6
3751107252,14
3749512337,11
3754613072,1
3748216642,1
3750185182,3
3747341729,10
3748427423,1
3746168886,13
3749559412,13
3754366505,16
3749589482,3
3753516484,1
3750889379,14
3748331679,3
3753409220,11
3754818290,10
3754926173,13
3747052368,16
3747015815,2
3747708853,10
3748666595,15
3751106855,15
3750863642,2
3748742193,2
3754331714,14
3748419921,2
3746783265,1
3745374481,1
3747760164,13
3751165892,3
3730751284,1
3750112932,1
3613078253,10
3714811919,10
3629561668,10
3613077276,10
3660365077,10
3735225034,10
3731823738,1
3711829624,16
3754423628,18
3756927444,16
3750299687,18
3734621117,1
3744772705,1
3747949512,1
3658777405,16
3747020725,15
3734730206,1
3719402956,14
3622602041,10
3725848478,7
3750541694,18
3756206535,10
3629564516,10
3614173658,10
3723991295,1
3736911251,1
3732850121,6
3729136497,7
3745623385,0
3581598274,2
3735098812,1
3752273001,18
3712312395,14
3664570314,10
3676374840,10
3690458305,2
3733460520,11
3746462793,0
3655541834,11
3739492344,0
3715603212,1
3744190104,14
3701058926,16
3696103695,16
3670662091,2
3744948632,14
3735058524,14
3743469731,1
3750815056,0
3730177152,7
3743669180,1
3718613719,10
3713801395,11
3746461968,0
3681227741,15
3727073335,1
3739137903,1
3756513697,15
3740575335,16
3734836142,13
3737034890,7
3747568615,11
3712369385,1
3743669150,15
3746469192,11
3732849132,6
3680702045,3
3733977593,10
3703082015,4
3682203522,16
3660252179,7
3752605443,13
3738526484,14
3746467291,11
3737387213,13
3708565670,11
3746624885,13
3646026149,10
3732849139,6
3699438712,0
3725227920,10
3748815092,15
3641737877,16
3743454653,1
3746464489,11
3731377365,7
3743664706,2
3744133576,14
3752413049,1
3746463627,11
3605885493,10
3746466094,0
3752496418,11
3743665685,1
3735304049,10
3746227403,11
3665391003,15
3740208183,16
3734664891,16
3684307372,7
3731776592,1
3744131947,14
3752027628,16
3731850708,15
3748104928,3
3698316359,1
3739145056,11
3755241500,10
3725797541,16
3728290952,15
3609237645,14
3746464537,11
3604207327,10
3737395739,15
3670990366,2
3739987962,16
3725229858,16
3746466061,10
3749743428,1
3746466314,11
3743975825,15
3755126706,10
3738980211,15
3750180159,1
3739137890,1
3756787350,15
3750898875,1
3746464536,11
3742635374,1
3708942720,11
3745636282,10
3691229224,14
3744024426,0
3746467016,11
3719685215,1
3667473447,14
3746467017,11
3667725199,10
3742028980,15
3729701327,1
3738522772,11
3729434257,14
3674540483,0
3713588129,1
3689974576,15
3741102684,14
3696002702,14
3743978782,11
3736590849,11
3734801812,11
3742593285,3
3734803730,11
3750402895,13
3743205828,7
3730585557,1
3656180765,11
3751748049,9
3689228087,15
3724273774,7
3730407510,1
3739750653,15
3731836048,9
3739487777,13
3743287894,13
3730978143,10
3709890161,14
3744795881,16
3642604713,3
3634608427,15
3751143250,10
3738500368,1
3590298846,14
3679593042,10
3713424208,7
3732544055,7
3744799175,1
3676520150,7
3719978359,16
3747429641,14
3745302938,14
3587581253,14
3745302963,14
3744973548,16
3711974587,15
3726611909,3
3713420552,10
3747532198,16
3633099799,10
3743843924,13
3738164329,16
3645897117,15
3745307544,1
3674331329,16
3720892063,13
3676184380,7
3728889492,16
3654105005,14
3729514342,10
3743054097,16
3720976347,7
3733886735,15
3699454866,16
3726629378,1
3752454407,2
3706563426,1
3724656213,13
3717741806,13
3699943088,10
3748808946,7
3733886741,15
3719410410,6
3681767209,1
3709888288,3
3727775448,15
3719412077,3
3743041900,2
3610049313,14
3645681627,7
3752028495,16
3741334374,0
3746506617,15
3745308598,3
3742771289,2
3619292922,14
3730525697,15
3647557670,7
3617315234,6
3697773035,15
3729784635,15
3737272064,16
3744545013,13
3706400748,0
3675098256,16
3747429967,13
3734664889,16
3719976537,1
3715252773,15
3736846479,15
3590327265,3
3590304129,14
3667127469,10
3745132592,0
3671106252,7
3707595350,14
3755972674,15
3738159830,1
3719410401,15
3731285961,16
3682735987,10
3670567560,13
3605698056,15
3699467299,1
3575890042,0
3742269280,16
3694024861,2
3744697785,16
3679802748,16
3590302859,7
3582185227,0
3741827261,10
3701425728,13
3564818621,10
3746222860,18
3748869494,16
3373755973,14
3675804451,1
3647560354,14
3577894554,1
3737847340,3
3528496461,1
3743091912,15
3664564851,16
3734959434,3
3734014341,15
3748865525,16
3654428081,7
3726148314,14
3729092415,13
3641766928,1
3612003669,2
3745638956,7
3745656636,16
3723995931,1
3680596164,14
3722456278,4
3668510614,10
3709898752,16
3717688644,7
3741937931,14
3690192506,7
3714320478,15
3705381428,1
3742660715,7
3733075340,10
3723598416,14
3739422262,10
3707592690,16
3666672537,3
3686843498,13
3748928225,1
3585733023,11
3748579693,1
