id,cluster_graph,cluster_kmean,ground
3734688497,14,1,5
3733344902,14,1,7
3731138907,14,1,19
3737235572,4,1,18
3741472622,14,1,7
3741786747,14,1,3
3741130129,14,1,17
3582801924,6,1,7
3741631204,14,1,1
3727062441,4,8,7
3711939258,6,1,6
3600127954,4,1,7
3733565849,4,1,10
3734548655,14,1,5
3707414961,10,3,15
3633352527,6,8,7
3733661135,3,1,5
3729503803,12,13,4
3650476595,14,1,5
3741551173,8,1,10
3731379010,14,1,6
3647989948,14,1,4
3702372033,6,1,7
3721826694,14,1,0
3719154047,4,1,10
3636871164,4,1,10
3718919084,8,8,4
3727803992,14,1,6
3736551056,4,1,1
3734672249,10,1,5
3736551899,10,3,15
3736013880,6,1,3
3670739772,4,1,5
3737710573,10,3,15
3646584855,10,3,17
3737709595,10,3,15
3731368445,6,1,15
3669795214,4,1,5
3736159322,6,1,0
3741116073,14,1,2
3734553609,4,1,1
3744796238,14,1,17
3742291935,14,1,2
3739413486,14,1,7
3738534194,8,8,3
3733965737,8,8,10
3743903323,5,11,6
3743138505,8,8,10
3744796594,14,1,13
3744798358,14,1,14
3743323865,13,1,5
3696928320,7,1,17
3742631137,8,8,14
3739450574,14,1,10
3744799431,14,1,13
3741343036,7,1,10
3745303782,14,1,10
3742816391,1,1,1
3736085676,4,10,7
3741336412,1,1,0
3746570402,14,1,13
3746993465,14,1,13
3744811227,7,1,7
3742532970,14,1,18
3744774482,8,1,11
3742616236,14,1,13
3742815528,14,1,12
3724250588,3,1,16
3746604117,14,1,3
3747393873,14,1,19
3734598695,4,10,10
3732415801,8,8,0
3730665533,4,10,7
3736680393,8,8,0
3742409674,14,1,2
3744880691,1,1,12
3714585731,14,1,0
3744885856,14,1,2
3747636984,4,1,6
3740096085,4,10,3
3673091156,3,7,13
3746741494,14,1,6
3735363543,7,4,18
3740905487,14,1,19
3732656497,4,10,12
3732530872,14,1,1
3742577734,4,10,7
3725268739,14,1,11
3744807778,1,1,12
3741107987,4,10,10
3732288454,14,1,6
3703048376,14,1,6
3739971062,14,1,13
3728941840,4,1,0
3740231881,14,1,13
3728827378,14,1,0
3744882176,1,1,10
3743664722,14,1,10
3728810189,14,1,6
3747309506,7,4,7
3738513038,14,1,2
3736006617,4,10,1
3743482803,14,1,4
3742267093,14,1,0
3744893258,14,1,8
3743683123,14,1,7
3679872809,8,8,0
3747353472,14,1,14
3707353353,4,10,12
3723593067,14,1,2
3742637787,14,1,17
3641772055,3,5,17
3747365066,14,1,1
3736089029,4,10,12
3737862110,1,1,11
3728779202,14,1,18
3715638564,4,10,1
3743913500,4,1,15
3672850068,14,1,6
3730128093,14,1,1
3737359709,4,10,1
3724241613,14,1,14
3635334017,14,1,10
3746500933,14,1,6
3745369437,14,1,18
3740400681,6,1,3
3742521835,8,1,6
3745036873,10,1,18
3704587299,4,1,2
3739486904,14,1,10
3733399869,4,10,10
3728892829,14,1,7
3701087956,14,1,17
3652202961,10,1,2
3731595329,8,8,7
3740060176,14,1,13
3731062740,8,8,7
3714331463,1,1,4
3742032723,4,10,10
3744091309,14,1,3
3746565935,4,1,15
3745342754,14,1,4
3641768561,3,5,14
3736009224,4,10,1
3744715306,14,1,8
3660036359,14,1,7
3740587540,4,1,6
3745327390,8,8,6
3724324602,4,1,3
3740929677,14,1,8
3641765568,3,7,13
3733406167,4,10,10
3735008229,14,1,19
3746604137,14,1,6
3735085354,4,1,12
3675556906,4,10,7
3733759915,14,1,10
3737905440,8,8,17
3735085396,4,10,1
3736224051,4,1,8
3740090779,4,10,7
3744813137,1,1,7
3719947061,14,1,6
3744150996,4,1,8
3732204255,4,10,10
3673087608,3,7,14
3732704973,4,1,15
3728844824,4,10,1
3744152721,4,1,8
3745313568,8,8,6
3735079926,4,10,3
3728463068,14,1,7
3728419029,14,1,14
3731984273,14,1,19
3732856782,10,1,17
3745037647,10,1,18
3673082411,3,7,14
3733813905,4,10,7
3735314980,8,8,19
3711152233,4,10,7
3736533016,14,1,12
3747393408,8,8,6
3736393183,4,10,10
3729051650,8,8,7
3733315884,14,1,19
3732034668,14,1,1
3659386794,14,1,0
3741328598,7,1,6
3750698893,14,1,6
3739564093,14,1,18
3749736506,8,8,4
3749658944,8,8,14
3750536550,14,1,4
3756927435,8,8,4
3742800981,14,1,2
3739872182,14,1,4
3750299690,11,2,9
3755339331,14,1,14
3744882183,8,1,8
3754307170,14,1,4
3741139156,14,1,16
3742812973,8,8,19
3744799333,0,1,4
3748414803,14,1,2
3755104649,14,1,9
3744091667,8,8,8
3746599881,14,1,4
3750535656,14,1,4
3750544259,11,2,9
3750699856,8,8,14
3746806186,8,8,8
3741862091,14,1,3
3745303914,8,8,11
3746801783,8,8,0
3739565360,8,8,13
3751474163,14,1,18
3755719042,2,1,18
3745480515,4,1,6
3741652503,14,1,4
3748140458,8,8,18
3747428185,14,1,6
3751467724,14,1,12
3742067304,14,1,4
3743139219,14,1,6
3751481342,8,8,6
3748837959,8,8,12
3741160431,8,8,4
3749003592,8,8,19
3740566260,14,1,19
3746745157,14,1,4
3747790280,14,1,10
3750689848,4,1,17
3750821477,14,1,17
3742485569,12,1,10
3744790964,0,1,4
3754624498,14,1,12
3753067120,14,1,6
3744153445,14,1,0
3740409739,14,1,11
3750536686,14,1,4
3750891388,14,1,4
3755209776,8,8,6
3740819701,8,1,19
3748210116,14,1,13
3744007403,14,1,5
3747974364,14,1,6
3744009807,14,1,4
3746720751,14,1,2
3750537559,14,1,4
3745521026,14,1,3
3745590693,8,8,0
3744437566,14,1,9
3741339021,14,1,0
3749540247,8,8,6
3748852662,8,1,18
3754594297,14,1,14
3753768188,14,1,12
3743485566,14,1,17
3742660721,14,1,12
3754909856,8,8,6
3744797372,0,1,17
3747004451,14,1,0
3743400838,14,1,15
3744003838,14,1,3
3748748240,8,8,18
3741084191,14,1,4
3754311743,14,1,4
3754307481,14,1,0
3747439961,8,8,7
3754448700,14,1,4
3742189561,14,1,16
3755215822,14,1,3
3747762018,8,1,10
3752625210,8,1,11
3753140016,14,1,7
3742659730,8,8,1
3747511119,14,1,1
3748518070,14,1,4
3753684677,14,1,16
3740438172,14,1,19
3743129503,8,8,5
3741127353,14,1,11
3744007414,14,1,5
3754786431,7,1,12
3746724491,14,1,15
3747798081,14,1,4
3748507913,10,1,10
3754420877,14,1,4
3743050242,8,8,18
3742087060,8,8,4
3755213276,14,1,6
3742809066,14,1,15
3757110729,8,8,17
3753489436,14,1,18
3753401591,14,1,9
3741252772,14,1,4
3744808292,14,1,15
3747354677,14,1,6
3748850946,8,1,0
3750426315,14,1,18
3747760122,8,8,10
3744803947,14,1,3
3746209485,10,1,6
3743824948,14,1,11
3753766261,4,1,4
3748938068,14,1,8
3742802765,14,1,18
3744047316,8,8,15
3747573011,14,1,5
3749632127,10,1,12
3747762062,8,8,10
3746221609,14,1,19
3755711047,14,1,16
3748499948,14,1,5
3743068692,8,8,5
3755320766,14,1,4
3744345209,14,1,7
3748943079,14,1,15
3746717742,14,1,0
3748785659,14,1,3
3748750152,14,1,7
3743408117,14,1,4
3750133017,14,1,6
3748857242,14,1,17
3754911889,14,1,11
3741885578,14,1,5
3742808052,14,1,18
3740804429,14,1,9
3741258090,8,8,12
3739962624,8,8,15
3756995151,14,1,0
3745372663,4,1,7
3742804837,14,1,15
3754811579,14,1,6
3745136504,14,1,3
3749630927,14,1,0
3741161325,14,1,13
3745914374,14,1,4
3742835673,14,1,14
3749524954,14,1,11
3739611424,8,8,6
3751730212,8,8,6
3754351250,14,1,1
3749003594,14,1,15
3744787928,0,1,17
3740215608,14,1,0
3750420647,14,1,16
3750342685,10,1,5
3750347100,10,1,5
3754947356,14,1,4
3745480774,13,1,7
3755108311,14,1,17
3755103584,14,1,0
3750196304,14,1,2
3746567673,8,8,0
3749838558,14,1,12
3754427175,14,1,4
3755112281,14,1,6
3749452894,14,1,0
3755125929,8,8,4
3750109964,14,1,7
3749209599,14,1,9
3747712056,14,1,4
3755111025,14,1,4
3748711618,14,1,4
3745606584,8,8,7
3748494711,14,1,19
3745344274,8,8,17
3755218059,14,1,4
3754311746,8,8,4
3754420851,14,1,4
3754856979,8,8,6
3745473636,14,1,9
3750302174,14,1,4
3747714013,14,1,4
3745593549,14,1,3
3745376619,8,8,2
3748985092,14,1,6
3750125578,8,8,11
3747484415,10,1,4
3754310821,10,1,14
3750544432,11,2,9
3750810060,14,1,0
3750114276,7,1,17
3754429363,2,1,4
3747015687,14,1,0
3747422842,14,1,13
3746900492,14,1,4
3750298721,10,1,4
3754941363,14,1,19
3747347620,14,1,18
3749898552,14,1,4
3747482699,10,1,17
3749263426,14,1,4
3747648316,13,6,17
3747651117,13,6,8
3745344621,8,8,0
3748433196,14,1,11
3754139530,8,8,0
3750539897,11,2,9
3746628025,13,6,8
3745317350,14,1,6
3746298204,7,1,6
3744753974,14,1,6
3747647473,13,6,17
3749271124,14,1,6
3747326577,14,1,14
3747648312,14,1,7
3748425053,14,1,4
3747646688,13,6,8
3747494658,14,1,0
3747345799,13,6,17
3750186110,14,1,4
3745373596,14,1,9
3748492859,8,1,4
3750340323,14,1,7
3746628055,13,6,17
3749260693,8,8,4
3755342265,14,1,4
3747649230,13,6,17
3747010195,14,1,12
3746792078,14,1,2
3747285651,8,8,18
3752266744,11,2,9
3752266734,11,2,9
3747346778,13,6,17
3754799955,8,8,16
3746800869,8,1,0
3750108372,4,1,18
3755341322,10,1,4
3750503429,14,1,5
3745308618,8,8,11
3747047280,14,1,18
3748465837,14,1,5
3754137828,14,1,3
3752267544,11,2,9
3748496633,14,1,0
3750698928,8,8,13
3755109679,14,1,9
3754915946,8,8,17
3747011188,14,1,11
3747349391,13,6,17
3754606808,14,1,19
3749551873,14,1,3
3750657297,8,1,4
3749143753,14,1,4
3752268426,11,2,9
3749500713,14,1,4
3747650224,13,6,17
3744950191,8,8,5
3746801680,8,8,15
3754611190,14,1,3
3751514518,14,1,5
3754430005,2,1,4
3745484241,13,1,17
3749262441,8,8,1
3746460986,14,1,7
3749050694,8,8,18
3745170209,14,1,4
3750199681,8,8,4
3749556219,14,1,4
3747348407,13,6,17
3753688274,8,8,12
3746464548,14,1,0
3746622605,14,1,18
3750890305,14,8,5
3754333226,14,1,6
3754695530,14,1,5
3746223665,8,8,4
3755338778,14,1,4
3754708847,8,1,2
3747493354,14,1,4
3754651989,14,1,18
3754181455,2,1,18
3750174797,10,1,4
3750298730,8,8,4
3748930060,14,1,1
3751178015,14,1,7
3755224314,14,1,6
3748499383,14,1,11
3747782372,10,1,4
3755182698,14,1,9
3746260213,14,1,8
3754596337,14,1,6
3748625267,14,1,3
3752268403,11,2,9
3750872796,8,8,4
3747645842,13,6,17
3748732555,14,1,15
3748263293,14,1,19
3754811723,8,8,3
3749143742,14,1,4
3754302003,8,8,4
3748912413,8,8,1
3745188111,14,1,2
3754922494,14,1,14
3750178057,14,1,0
3754263847,8,8,0
3755104538,8,8,4
3750039934,14,1,9
3747019010,14,1,3
3747120620,8,8,5
3755109962,14,1,6
3750002863,14,1,18
3749668806,14,1,6
3747646712,13,6,17
3747653378,14,1,19
3748495364,14,1,0
3745344357,14,1,6
3756981515,14,1,5
3750568693,14,1,6
3754943312,14,1,2
3750072963,14,1,0
3748492629,8,8,6
3748733536,14,1,19
3754921596,14,1,12
3757134902,8,8,2
3746856252,14,1,4
3754363548,8,8,0
3748514798,14,1,17
3747076211,14,1,3
3748530035,14,1,5
3749842470,8,8,13
3749246811,8,8,14
3747041213,8,8,2
3746241665,8,8,12
3746399314,14,1,6
3754940828,14,1,15
3750076696,14,1,1
3745657719,14,1,17
3754809952,14,1,10
3748409796,8,8,5
3745605745,8,8,7
3748953826,14,1,4
3749551890,14,1,8
3745612349,8,8,7
3750848525,14,1,5
3748040663,14,1,17
3747647486,14,1,15
3754151357,14,1,16
3751515085,10,1,5
3748855987,14,1,4
3755177733,8,1,8
3749049678,8,8,18
3750687958,10,1,4
3750829762,14,1,6
3755230001,10,1,2
3747055160,8,8,11
3747025596,14,1,0
3747038829,14,1,2
3745277522,14,1,13
3750432624,4,1,18
3748257971,14,1,18
3748887683,8,1,18
3754916972,8,8,5
3749166910,14,1,4
3750539319,8,8,17
3746793051,14,1,3
3747013039,14,1,6
3746236342,14,1,3
3746379019,14,1,16
3747649233,14,1,19
3748517623,14,1,6
3747970918,14,1,3
3755130696,8,8,14
3754426251,14,1,4
3750187663,14,1,10
3747147145,14,1,13
3754915949,8,8,7
3745656913,14,1,3
3746219802,4,1,8
3754336779,14,1,5
3754326889,8,8,5
3754303560,8,8,1
3747482714,10,1,4
3753282996,14,1,17
3747424704,14,1,5
3750347065,14,1,8
3748421734,8,8,4
3750341819,14,1,18
3748308551,4,1,4
3754329753,8,8,5
3754984929,8,8,16
3747458612,14,1,5
3750342661,14,1,4
3754938960,8,8,8
3746556586,3,1,17
3755211802,14,1,6
3754423061,14,1,5
3748470187,8,8,5
3754977460,10,1,5
3749545871,8,8,10
3747674563,8,8,4
3747471584,14,8,14
3750807358,14,1,5
3749246833,14,1,0
3748736106,14,1,8
3749524868,14,1,6
3750678779,14,1,15
3746277412,8,8,1
3747651106,13,6,17
3747982041,14,1,3
3750338413,8,8,3
3745529244,8,8,14
3744950195,8,8,16
3748262484,8,8,19
3755129484,14,1,5
3755106507,14,1,4
3751915578,4,1,0
3754997144,8,8,4
3750885044,14,1,5
3745373914,8,8,16
3748925694,14,1,4
3750300551,14,1,5
3755110146,8,8,0
3746727107,14,1,5
3746224458,8,8,4
3751107252,14,1,5
3749512337,8,8,15
3754613072,10,1,4
3748216642,14,1,4
3750185182,8,8,14
3747341729,14,1,6
3748427423,14,1,10
3746168886,14,1,15
3749559412,14,1,17
3754366505,14,1,8
3749589482,14,1,17
3753516484,8,8,5
3750889379,14,1,4
3748331679,14,1,12
3753409220,14,1,16
3754818290,14,1,0
3754926173,14,1,19
3747052368,14,1,2
3747015815,14,1,3
3747708853,14,1,4
3748666595,14,1,8
3751106855,10,1,8
3750863642,14,1,2
3748742193,14,1,3
3754331714,7,1,4
3747003407,8,8,6
3748419921,14,1,5
3746783265,14,1,15
3745374481,14,1,5
3747760164,8,8,10
3751165892,8,8,10
3730751284,14,1,17
3750112932,14,1,15
3613078253,8,1,1
3714811919,14,1,17
3629561668,8,1,1
3613077276,8,1,10
3660365077,8,8,10
3735225034,8,8,17
3731823738,8,8,6
3711829624,8,8,4
3754423628,11,2,9
3756927444,14,1,13
3750299687,11,2,9
3734621117,14,1,4
3744772705,8,8,12
3747949512,14,1,14
3658777405,14,1,9
3747020725,8,8,3
3734730206,7,1,1
3719402956,14,1,4
3622602041,14,1,6
3725848478,14,1,13
3750541694,11,2,9
3756206535,14,1,7
3629564516,8,8,7
3614173658,14,1,7
3723991295,8,8,0
3736911251,14,1,4
3732850121,6,1,4
3729136497,10,1,4
3745623385,8,1,7
3581598274,14,1,3
3735098812,14,1,6
3752273001,11,2,9
3712312395,14,1,4
3664570314,14,1,18
3676374840,8,8,7
3690458305,14,1,4
3733460520,14,1,15
3746462793,14,1,7
3655541834,14,1,5
3739492344,8,8,3
3715603212,14,1,19
3744190104,14,1,5
3701058926,14,1,13
3696103695,14,1,13
3748608085,14,1,6
3670662091,14,1,16
3744948632,14,1,5
3735058524,14,1,4
3743469731,8,8,6
3750815056,8,8,12
3730177152,14,1,16
3743669180,14,1,1
3752411908,8,8,6
3718613719,14,1,7
3742185675,10,1,6
3713801395,14,1,15
3746461968,14,1,7
3681227741,10,1,16
3727073335,8,8,12
3750850153,14,1,6
3739137903,14,1,7
3756513697,14,1,4
3740575335,8,8,14
3734836142,14,1,10
3737034890,8,8,13
3747568615,14,1,3
3712369385,8,8,18
3743669150,14,1,12
3746469192,14,1,7
3732849132,6,1,4
3680702045,8,8,12
3733977593,14,1,7
3703082015,8,8,19
3682203522,14,1,5
3660252179,14,1,12
3752605443,14,1,3
3738526484,14,1,7
3746467291,8,8,7
3737387213,14,1,17
3708565670,14,1,17
3746624885,14,1,19
3646026149,14,1,18
3732849139,6,1,4
3699438712,14,1,7
3725227920,8,8,1
3748815092,14,1,0
3641737877,14,1,4
3743454653,14,1,9
3746464489,8,8,7
3731377365,14,1,14
3743664706,14,1,3
3744133576,14,1,5
3752413049,14,1,19
3746463627,8,8,7
3605885493,14,1,17
3746466094,14,1,7
3752496418,14,1,15
3743665685,14,1,7
3735304049,14,1,7
3746227403,8,8,17
3665391003,14,1,0
3740208183,8,1,14
3734664891,10,1,11
3684307372,14,1,13
3731776592,14,1,4
3744131947,14,1,5
3752027628,14,1,2
3731850708,14,1,12
3748104928,14,1,4
3698316359,8,8,15
3739145056,14,1,7
3755241500,4,1,17
3725797541,14,1,11
3728290952,10,1,18
3609237645,10,1,5
3752434574,14,1,6
3746464537,14,1,1
3604207327,11,1,17
3737395739,14,1,0
3670990366,8,8,10
3739987962,14,1,2
3725229858,14,1,11
3746466061,14,1,11
3749743428,14,1,1
3746466314,14,1,7
3743975825,4,1,6
3755126706,14,1,6
3738980211,8,8,1
3750180159,14,1,18
3739137890,14,1,7
3756787350,14,1,0
3750898875,7,1,1
3746464536,14,1,7
3742635374,14,1,1
3708942720,8,8,7
3745636282,8,8,16
3691229224,8,8,11
3744024426,14,1,12
3746467016,14,1,7
3751786005,14,1,6
3719685215,14,1,18
3667473447,14,1,16
3746467017,8,8,7
3667725199,8,8,6
3742028980,14,1,0
3729701327,14,1,18
3738522772,14,1,7
3729434257,8,8,5
3674540483,14,1,2
3713588129,8,8,18
3689974576,14,1,0
3741102684,4,1,5
3696002702,8,8,5
3743978782,14,1,11
3752452065,8,8,6
3736590849,14,1,17
3734801812,8,8,7
3742593285,14,1,9
3734803730,14,1,16
3750402895,8,8,10
3743205828,14,1,13
3730585557,8,8,19
3656180765,14,1,7
3751748049,6,1,1
3689228087,14,1,0
3724273774,14,1,13
3730407510,14,1,1
3739750653,14,1,18
3731836048,14,1,16
3739487777,14,1,17
3752433503,14,1,6
3747569225,14,1,6
3743287894,7,1,6
3730978143,6,1,6
3709890161,14,1,4
3744795881,14,8,4
3642604713,14,1,4
3634608427,14,1,2
3751143250,6,1,6
3738500368,14,1,10
3590298846,14,1,4
3679593042,4,1,6
3713424208,14,1,16
3732544055,14,1,14
3744799175,14,1,4
3676520150,8,8,13
3719978359,14,1,6
3747429641,14,1,5
3745302938,8,8,4
3587581253,14,1,2
3745302963,8,8,4
3744973548,14,1,7
3711974587,14,1,14
3726611909,14,1,7
3713420552,14,1,8
3747532198,14,1,11
3633099799,14,1,17
3743843924,14,1,3
3738164329,14,1,4
3645897117,14,1,14
3745307544,14,8,9
3674331329,8,8,2
3720892063,14,1,16
3676184380,14,1,13
3728889492,3,1,14
3654105005,14,1,2
3729514342,13,1,9
3743054097,14,1,12
3720976347,14,1,8
3733886735,8,8,0
3699454866,14,1,12
3726629378,14,1,2
3752454407,8,8,1
3706563426,14,1,5
3724656213,14,1,18
3717741806,7,1,10
3699943088,14,1,2
3621454034,14,1,2
3748808946,14,1,18
3733886741,8,8,19
3719410410,8,8,4
3681767209,8,8,5
3709888288,14,1,4
3727775448,6,1,19
3719412077,14,1,9
3743041900,14,1,3
3610049313,14,1,4
3645681627,14,1,13
3752028495,8,8,17
3741334374,14,1,7
3746506617,14,1,0
3745308598,14,1,5
3742771289,14,1,3
3619292922,8,8,2
3730525697,8,8,17
3738143610,8,8,6
3647557670,8,8,12
3735560081,2,1,6
3617315234,8,8,4
3697773035,14,1,12
3729784635,6,1,2
3737272064,14,1,2
3747510443,8,8,6
3744545013,8,8,10
3706400748,14,1,7
3675098256,14,1,2
3747429967,14,1,6
3734664889,4,1,11
3719976537,8,1,3
3715252773,6,1,8
3736846479,14,1,2
3590304129,8,8,4
3667127469,11,1,9
3745132592,10,1,5
3671106252,14,1,12
3707595350,14,1,4
3755972674,14,1,16
3738159830,7,1,4
3719410401,14,1,4
3731285961,14,1,11
3682735987,4,1,17
3670567560,14,1,12
3605698056,8,8,6
3699467299,8,8,17
3575890042,14,1,7
3742269280,14,1,2
3694024861,14,1,3
3744697785,14,1,11
3679802748,14,1,2
3590302859,8,8,17
3582185227,8,8,18
3741827261,14,1,10
3701425728,8,8,10
3564818621,8,1,6
3746222860,14,1,6
3748869494,8,8,16
3373755973,14,1,5
3675804451,14,1,3
3647560354,14,1,2
3577894554,14,1,3
3699253535,3,1,6
3737847340,8,1,5
3528496461,14,1,4
3743091912,6,1,2
3664564851,14,1,11
3734959434,14,1,4
3734014341,8,8,0
3748865525,14,1,2
3654428081,14,1,13
3726148314,14,1,4
3729092415,8,8,6
3641766928,8,8,14
3612003669,6,1,7
3745638956,14,1,11
3745656636,8,8,12
3723995931,14,1,4
3680596164,14,1,17
3722456278,14,1,15
3668510614,14,1,4
3709898752,14,1,2
3717688644,10,1,1
3741937931,14,1,2
3690192506,14,1,12
3714320478,6,1,2
3705381428,0,1,6
3742660715,14,1,11
3733075340,14,1,12
3723598416,8,1,7
3739422262,14,1,11
3707592690,14,1,14
3666672537,14,1,1
3686843498,14,1,10
3748928225,14,1,8
3585733023,4,1,18
3748579693,14,1,17
